move_name,filename,move_duration_frames,package,category,is_neutral,is_mirror,move_soma_uniform_path,move_soma_uniform_shape_path,move_soma_proportional_path,move_soma_proportional_shape_path,move_g1_path,take_name,take_actor,take_org_name,take_date,take_day_part,content_name,content_natural_desc_1,content_natural_desc_2,content_natural_desc_3,content_natural_desc_4,content_technical_description,content_short_description,content_short_description_2,content_all_rigplay_styles,content_uniform_style,content_type_of_movement,content_body_position,content_horizontal_move,content_vertical_move,content_props,content_complex_action,content_repeated_action,actor_uid,actor_height,actor_height_cm,actor_foot_cm,actor_collarbone_height_cm,actor_collarbone_span_cm,actor_elbow_span_cm,actor_wrist_span_cm,actor_shoulder_span_cm,actor_hips_height_cm,actor_hips_bones_span_cm,actor_knee_height_cm,actor_ankle_height_cm,actor_weight_kg,actor_age_yr,actor_gender,actor_profession
operating_fridge_high_in_R_003__A282,operating_fridge_high_in_R_003__A282,577,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_high_in_R_003__A282.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_high_in_R_003__A282.bvh,soma_shapes/soma_proportion_fit_mhr_params/A282.npz,g1/csv/230317/operating_fridge_high_in_R_003__A282.csv,operating_fridge_high_in_R_003,A282,operating_fridge_high_in_R_003,230317,_1,operating_fridge_high_in_R,person places an item on high shelf in a refrigerator before closing it,"person opens a fridge, places an item on the top shelf, and closes the fridge","individual, using their right hand to place an object on high shelf in the fridge before closing it","A person standing opens the fridge with their right hand, places something inside using their left hand, and then stands upright.","open fridge, put item inside, close fridge, object at ca 160cm, right handed",putting something into the fridge on the high shelf,operating fridge high in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A282,M,173,25,144,31,91,130,168,99,33,51,10,73,25,F,actor
crouch_operating_cupboard_low_in_R_001__A291,crouch_operating_cupboard_low_in_R_001__A291,667,Everyday,Household,1.0,False,soma_uniform/bvh/230320/crouch_operating_cupboard_low_in_R_001__A291.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/crouch_operating_cupboard_low_in_R_001__A291.bvh,soma_shapes/soma_proportion_fit_mhr_params/A291.npz,g1/csv/230320/crouch_operating_cupboard_low_in_R_001__A291.csv,crouch_operating_cupboard_low_in_R_001,A291,crouch_operating_cupboard_low_in_R_001,230320,_1,crouch_operating_cupboard_low_in_R,crouch and place an object into low storage,person crouching and putting something low down into a cupboard with the right hand,"while crouching down, gently place something in a cupboard located at a roughly 45cm height","A person is putting something into a low cupboard while crouching, using both hands alternately.","crouch, put object in at low height, object at ca 45cm, right handed",putting something into the low cupboard while crouching,crouch operating cupboard low in,neutral,neutral,action,crouching,0,0,low cupboard; small item,0,0,A291,M,182,27,153,38,92,133,173,103,32,56,10,76,30,M,actor
crouch_operating_cupboard_low_in_R_003__A297,crouch_operating_cupboard_low_in_R_003__A297,602,Everyday,Household,1.0,False,soma_uniform/bvh/230322/crouch_operating_cupboard_low_in_R_003__A297.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/crouch_operating_cupboard_low_in_R_003__A297.bvh,soma_shapes/soma_proportion_fit_mhr_params/A297.npz,g1/csv/230322/crouch_operating_cupboard_low_in_R_003__A297.csv,crouch_operating_cupboard_low_in_R_003,A297,crouch_operating_cupboard_low_in_R_003,230322,_1,crouch_operating_cupboard_low_in_R,crouch and place an object into low storage,person crouching and putting something low down into a cupboard with the right hand,"while crouching down, gently place something in a cupboard located at a roughly 45cm height",A person in a squatting position opens and closes a cupboard after placing an object inside.,"crouch, put object in at low height, object at ca 45cm, right handed",putting something into the low cupboard while crouching,crouch operating cupboard low in,neutral,neutral,action,crouching,0,0,low cupboard; small item,0,0,A297,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
crouch_cupboard_low_out_mid_loot_R_002__A296,crouch_cupboard_low_out_mid_loot_R_002__A296,1141,Everyday,Household,1.0,False,soma_uniform/bvh/230322/crouch_cupboard_low_out_mid_loot_R_002__A296.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/crouch_cupboard_low_out_mid_loot_R_002__A296.bvh,soma_shapes/soma_proportion_fit_mhr_params/A296.npz,g1/csv/230322/crouch_cupboard_low_out_mid_loot_R_002__A296.csv,crouch_cupboard_low_out_mid_loot_R_002,A296,crouch_cupboard_low_out_mid_loot_R_002,230322,_1,crouch_cupboard_low_out_mid_loot_R,character crouches and opens a low cupboard,"crouched person opens a low cupboard to loot, then stands up",person is crouching while opening and taking items from a low cupboard,"A person in a crouched position picks an object from the cupboard at a low level and places it on top of the cupboard, then stands idle in the same position.","crouch, take object out from low height, put above at mid height, loot at low height, close cupboard, get up, object at ca 45cm, right handed",opening and looting a low cupboard in a crouch position,crouch cupboard low out mid loot,neutral,neutral,action,crouching,0,0,low cupboard; middle cupboard; small item,0,0,A296,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
operating_microwave_R_002__A298,operating_microwave_R_002__A298,1213,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_microwave_R_002__A298.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_microwave_R_002__A298.bvh,soma_shapes/soma_proportion_fit_mhr_params/A298.npz,g1/csv/230322/operating_microwave_R_002__A298.csv,operating_microwave_R_002,A298,operating_microwave_R_002,230322,_1,operating_microwave_R,"use the left hand to open a microwave, place an object with the right hand, then close and activate the appliance",right-handed person operates a microwave in a straightforward method,right-handed person operates a microwave,A person stands still and smoothly operates a microwave with both hands.,"object at 87, 5cm, open microwave left hand, put item right hand, close microwave left hand, start microwave right hand, right handed",operating a microwave,operating microwave,neutral,neutral,action,standing,0,0,microwave,0,0,A298,M,181,29,150,32,100,144,175,101,27,54,10,85,24,M,actor
pounding_meat_R_003__A298,pounding_meat_R_003__A298,1564,Everyday,Household,1.0,False,soma_uniform/bvh/230322/pounding_meat_R_003__A298.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/pounding_meat_R_003__A298.bvh,soma_shapes/soma_proportion_fit_mhr_params/A298.npz,g1/csv/230322/pounding_meat_R_003__A298.csv,pounding_meat_R_003,A298,pounding_meat_R_003,230322,_2,pounding_meat_R,right-handed individual forcefully pounds meat with a mallet,using a mallet to pound meat with the right hand on a 67 cm high table,"character, using their right hand, pounds meat on a table around 67 cm high",A person is pounding meat with their right hand at a moderate pace and then coming to a stop.,"pounding meat with a mallet, right handed, table at ca 67 cm",pounding meat,pounding meat,neutral,neutral,action,standing,0,0,mallet; table,0,0,A298,M,181,29,150,32,100,144,175,101,27,54,10,85,24,M,actor
looting_cupboard_high_R_003__A286,looting_cupboard_high_R_003__A286,1438,Everyday,Household,1.0,False,soma_uniform/bvh/230317/looting_cupboard_high_R_003__A286.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/looting_cupboard_high_R_003__A286.bvh,soma_shapes/soma_proportion_fit_mhr_params/A286.npz,g1/csv/230317/looting_cupboard_high_R_003__A286.csv,looting_cupboard_high_R_003,A286,looting_cupboard_high_R_003,230317,_1,looting_cupboard_high_R,loot an item from high placed cupboard,person is looting high cupboard,loot high cupboard with the right hand,"A person steadily opens a cupboard with the right hand, raises the left arm, picks up objects from a higher shelf, closes it, lowers the arms, and stands upright.","looting a high placed cupboard, object at ca 160cm, right handed",looting a high cupboard,looting cupboard high,neutral,neutral,action,standing,0,0,high cupboard,0,0,A286,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
looting_cupboard_high_R_002__A297,looting_cupboard_high_R_002__A297,1309,Everyday,Household,1.0,False,soma_uniform/bvh/230322/looting_cupboard_high_R_002__A297.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/looting_cupboard_high_R_002__A297.bvh,soma_shapes/soma_proportion_fit_mhr_params/A297.npz,g1/csv/230322/looting_cupboard_high_R_002__A297.csv,looting_cupboard_high_R_002,A297,looting_cupboard_high_R_002,230322,_1,looting_cupboard_high_R,loot an item from high placed cupboard,person is looting high cupboard,loot high cupboard with the right hand,"A person steadily opens a cupboard with the right hand, raises the left arm, picks up objects from a higher shelf, closes it, lowers the arms, and stands upright.","looting a high placed cupboard, object at ca 160cm, right handed",looting a high cupboard,looting cupboard high,neutral,neutral,action,standing,0,0,high cupboard,0,0,A297,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
operating_fridge_mid_out_R_002__A283,operating_fridge_low_in_R_002__A283,610,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_low_in_R_002__A283.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_low_in_R_002__A283.bvh,soma_shapes/soma_proportion_fit_mhr_params/A283.npz,g1/csv/230317/operating_fridge_low_in_R_002__A283.csv,operating_fridge_mid_out_R_002,A283,operating_fridge_low_in_R_002,230317,_1,operating_fridge_mid_out_R,person retrieves something from the middle shelf of a fridge using their right hand,"right-handed person opens the middle shelf of a fridge, takes out an item and closes the fridge","person opens a fridge, takes something out of the middle shelf, and closes the fridge","A person standing upright opens a fridge with their right hand, takes something out from a fridge kept at the middle shelf and then closes it.","open fridge, take item out, close fridge, object at ca 87, 5cm, right handed",putting something out from the fridge from the middle shelf,operating fridge mid out,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A283,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
heavy_item_cupboard_high_in_R_003__A296,heavy_item_cupboard_high_in_R_003__A296,972,Everyday,Household,1.0,False,soma_uniform/bvh/230322/heavy_item_cupboard_high_in_R_003__A296.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/heavy_item_cupboard_high_in_R_003__A296.bvh,soma_shapes/soma_proportion_fit_mhr_params/A296.npz,g1/csv/230322/heavy_item_cupboard_high_in_R_003__A296.csv,heavy_item_cupboard_high_in_R_003,A296,heavy_item_cupboard_high_in_R_003,230322,_1,heavy_item_cupboard_high_in_R,individual removes heavy items from high cupboard using their right hand,person pulls out heavy items from high cabinet,a heavy item is grappled with while trying to store it in high cabinet,A person places a heavy item in a high cabinet.,"putting a heavy item in a high placed cupboard, object at ca 160cm, right handed",pull out heavy items from high cabinet,heavy item cupboard high in,neutral,neutral,action,standing,0,0,high cupboard; heavy object,0,0,A296,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
looting_cupboard_high_R_003__A299,looting_cupboard_high_R_003__A299,1578,Everyday,Household,1.0,False,soma_uniform/bvh/230322/looting_cupboard_high_R_003__A299.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/looting_cupboard_high_R_003__A299.bvh,soma_shapes/soma_proportion_fit_mhr_params/A299.npz,g1/csv/230322/looting_cupboard_high_R_003__A299.csv,looting_cupboard_high_R_003,A299,looting_cupboard_high_R_003,230322,_1,looting_cupboard_high_R,loot an item from high placed cupboard,person is looting high cupboard,loot high cupboard with the right hand,"A person opens a high cupboard, rummages through it, and closes it, then stands still.","looting a high placed cupboard, object at ca 160cm, right handed",looting a high cupboard,looting cupboard high,neutral,neutral,action,standing,0,0,high cupboard,0,0,A299,M,171,25,142,30,92,135,171,100,26,53,8,61,25,F,actor
operating_fridge_mid_in_R_002__A286,operating_fridge_mid_in_R_002__A286,883,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_mid_in_R_002__A286.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_mid_in_R_002__A286.bvh,soma_shapes/soma_proportion_fit_mhr_params/A286.npz,g1/csv/230317/operating_fridge_mid_in_R_002__A286.csv,operating_fridge_mid_in_R_002,A286,operating_fridge_mid_in_R_002,230317,_1,operating_fridge_mid_in_R,someone is seen placing an item into the middle shelf of a fridge,person putting an item onto the middle shelf inside a fridge,"left foot, left shoulder, roll forward, remember about neck warm up!","A person standing holding an item in the left hand opens a fridge's door, places it on the middle shelf and closes the door.","open fridge, put item inside, close fridge, object at ca 87, 5cm, right handed",putting something into the fridge on the middle shelf,operating fridge mid in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A286,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
operating_microwave_R_001__A289,operating_microwave_R_001__A289,1099,Everyday,Household,1.0,False,soma_uniform/bvh/230320/operating_microwave_R_001__A289.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/operating_microwave_R_001__A289.bvh,soma_shapes/soma_proportion_fit_mhr_params/A289.npz,g1/csv/230320/operating_microwave_R_001__A289.csv,operating_microwave_R_001,A289,operating_microwave_R_001,230320,_1,operating_microwave_R,"use the left hand to open a microwave, place an object with the right hand, then close and activate the appliance",right-handed person operates a microwave in a straightforward method,right-handed person operates a microwave,The person operates the microwave using both hands while facing forward.,"object at 87, 5cm, open microwave left hand, put item right hand, close microwave left hand, start microwave right hand, right handed",operating a microwave,operating microwave,neutral,neutral,action,standing,0,0,microwave,0,0,A289,M,182,27,149,39,98,143,181,100,30,53,10,74,25,M,actor
operating_fridge_high_out_R_002__A288,operating_fridge_high_out_R_002__A288,1001,Everyday,Household,1.0,False,soma_uniform/bvh/230320/operating_fridge_high_out_R_002__A288.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/operating_fridge_high_out_R_002__A288.bvh,soma_shapes/soma_proportion_fit_mhr_params/A288.npz,g1/csv/230320/operating_fridge_high_out_R_002__A288.csv,operating_fridge_high_out_R_002,A288,operating_fridge_high_out_R_002,230320,_1,operating_fridge_high_out_R,retrieve an item from high shelf in a fridge,take something from high shelf in the fridge and close the door,right-handedly remove an item from high shelf in a fridge and close the door,"A person opens the door of a fridge with their right arm, pulls out something from the high shelf with their left arm, and closes the door before lowering the right arm at the side.","open fridge, take item out, close fridge, object at ca 160cm, right handed",putting something out from the fridge from the high shelf,operating fridge high out,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A288,M,168,28,138,31,91,133,174,96,25,52,9,61,27,F,actor
operating_fridge_mid_in_R_003__A289,operating_fridge_mid_in_R_003__A289,672,Everyday,Household,1.0,False,soma_uniform/bvh/230320/operating_fridge_mid_in_R_003__A289.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/operating_fridge_mid_in_R_003__A289.bvh,soma_shapes/soma_proportion_fit_mhr_params/A289.npz,g1/csv/230320/operating_fridge_mid_in_R_003__A289.csv,operating_fridge_mid_in_R_003,A289,operating_fridge_mid_in_R_003,230320,_1,operating_fridge_mid_in_R,someone is seen placing an item into the middle shelf of a fridge,person putting an item onto the middle shelf inside a fridge,"left foot, left shoulder, roll forward, remember about neck warm up!",The person places something on the middle shelf of the fridge and then stands upright.,"open fridge, put item inside, close fridge, object at ca 87, 5cm, right handed",putting something into the fridge on the middle shelf,operating fridge mid in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A289,M,182,27,149,39,98,143,181,100,30,53,10,74,25,M,actor
heavy_item_cupboard_high_out_R_001__A297,heavy_item_cupboard_high_out_R_001__A297,1342,Everyday,Household,1.0,False,soma_uniform/bvh/230322/heavy_item_cupboard_high_out_R_001__A297.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/heavy_item_cupboard_high_out_R_001__A297.bvh,soma_shapes/soma_proportion_fit_mhr_params/A297.npz,g1/csv/230322/heavy_item_cupboard_high_out_R_001__A297.csv,heavy_item_cupboard_high_out_R_001,A297,heavy_item_cupboard_high_out_R_001,230322,_1,heavy_item_cupboard_high_out_R,character places heavy items in high cabinet,right-handed person places a heavy item into high cupboard,character puts a heavy object into high cupboard with their right hand,A person opens a high cabinet to pull out heavy items from it before closing the cabinet.,"taking a heavy out of a high placed cupboard, object at ca 160cm, right handed",put heavy items in high cabinet,heavy item cupboard high out,neutral,neutral,action,standing,0,0,high cupboard; heavy object,0,0,A297,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
operating_microwave_R_005__A299,operating_microwave_R_005__A299,847,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_microwave_R_005__A299.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_microwave_R_005__A299.bvh,soma_shapes/soma_proportion_fit_mhr_params/A299.npz,g1/csv/230322/operating_microwave_R_005__A299.csv,operating_microwave_R_005,A299,operating_microwave_R_005,230322,_1,operating_microwave_R,"use the left hand to open a microwave, place an object with the right hand, then close and activate the appliance",right-handed person operates a microwave in a straightforward method,right-handed person operates a microwave,The person operates the microwave using both hands while facing forward.,"object at 87, 5cm, open microwave left hand, put item right hand, close microwave left hand, start microwave right hand, right handed",operating a microwave,operating microwave,neutral,neutral,action,standing,0,0,microwave,0,0,A299,M,171,25,142,30,92,135,171,100,26,53,8,61,25,F,actor
operating_blender_R_001__A297,operating_blender_R_001__A297,1452,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_blender_R_001__A297.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_blender_R_001__A297.bvh,soma_shapes/soma_proportion_fit_mhr_params/A297.npz,g1/csv/230322/operating_blender_R_001__A297.csv,operating_blender_R_001,A297,operating_blender_R_001,230322,_2,operating_blender_R,operating a blender on a 67 cm table,operating a blender on a table with the right hand,person uses a blender on a table about 67 cm high,"A person raises their arms and skillfully operates the blender, then lets go, lowers their arms, and stands still.","using a blender, right handed, table at ca 67 cm",operating a blender,operating blender,neutral,neutral,action,standing,0,0,blender; table,0,0,A297,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
operating_microwave_R_005__A298,operating_microwave_R_005__A298,969,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_microwave_R_005__A298.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_microwave_R_005__A298.bvh,soma_shapes/soma_proportion_fit_mhr_params/A298.npz,g1/csv/230322/operating_microwave_R_005__A298.csv,operating_microwave_R_005,A298,operating_microwave_R_005,230322,_1,operating_microwave_R,"use the left hand to open a microwave, place an object with the right hand, then close and activate the appliance",right-handed person operates a microwave in a straightforward method,right-handed person operates a microwave,The person operates the microwave using both hands while facing forward.,"object at 87, 5cm, open microwave left hand, put item right hand, close microwave left hand, start microwave right hand, right handed",operating a microwave,operating microwave,neutral,neutral,action,standing,0,0,microwave,0,0,A298,M,181,29,150,32,100,144,175,101,27,54,10,85,24,M,actor
operating_fridge_low_out_R_002__A283,operating_fridge_low_out_R_002__A283,622,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_low_out_R_002__A283.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_low_out_R_002__A283.bvh,soma_shapes/soma_proportion_fit_mhr_params/A283.npz,g1/csv/230317/operating_fridge_low_out_R_002__A283.csv,operating_fridge_low_out_R_002,A283,operating_fridge_low_out_R_002,230317,_1,operating_fridge_low_out_R,"open a fridge, take out an item from a low shelf, and close the fridge using the right hand",person takes something out from the fridge's low shelf,"right-handed individual is opening a fridge, taking an item out, and closing it","A person gently opens the fridge door with their right hand, quickly pulls an item from the bottom shelf with their left hand, and then closes the door before returning to a neutral stance.","open fridge, take item out, close fridge, object at ca 45cm, right handed",putting something out from the fridge from the low shelf,operating fridge low out,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A283,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
operating_fridge_high_out_R_002__A286,operating_fridge_high_out_R_002__A286,689,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_high_out_R_002__A286.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_high_out_R_002__A286.bvh,soma_shapes/soma_proportion_fit_mhr_params/A286.npz,g1/csv/230317/operating_fridge_high_out_R_002__A286.csv,operating_fridge_high_out_R_002,A286,operating_fridge_high_out_R_002,230317,_1,operating_fridge_high_out_R,retrieve an item from high shelf in a fridge,take something from high shelf in the fridge and close the door,right-handedly remove an item from high shelf in a fridge and close the door,A person carefully puts something out from the high shelf of a fridge with their left hand while standing facing forward.,"open fridge, take item out, close fridge, object at ca 160cm, right handed",putting something out from the fridge from the high shelf,operating fridge high out,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A286,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
operating_fridge_low_in_R_001__A296,operating_fridge_low_in_R_001__A296,886,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_fridge_low_in_R_001__A296.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_fridge_low_in_R_001__A296.bvh,soma_shapes/soma_proportion_fit_mhr_params/A296.npz,g1/csv/230322/operating_fridge_low_in_R_001__A296.csv,operating_fridge_low_in_R_001,A296,operating_fridge_low_in_R_001,230322,_1,operating_fridge_low_in_R,character places an item on the lower shelf of the refrigerator and closes the door,place an item on the lower shelf of the fridge,person puts something on the low shelf of a fridge,"A person opens a fridge, places an item on the lower shelf, then closes it and stands upright.","open fridge, put item inside, close fridge, object at ca 45cm, right handed",putting something into the fridge on the low shelf,operating fridge low in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A296,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
operating_fridge_low_in_R_101__A283,operating_fridge_low_in_R_101__A283,1191,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_low_in_R_101__A283.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_low_in_R_101__A283.bvh,soma_shapes/soma_proportion_fit_mhr_params/A283.npz,g1/csv/230317/operating_fridge_low_in_R_101__A283.csv,operating_fridge_low_in_R_101,A283,operating_fridge_low_in_R_101,230317,_1,operating_fridge_low_in_R,character places an item on the lower shelf of the refrigerator and closes the door,place an item on the lower shelf of the fridge,person puts something on the low shelf of a fridge,"A person opens a fridge, places an item on the lower shelf, then closes it and stands upright.","open fridge, put item inside, close fridge, object at ca 45cm, right handed",putting something into the fridge on the low shelf,operating fridge low in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A283,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
crouch_operating_cupboard_mid_in_R_005__A288,crouch_cupboard_mid_in_R_005__A288,771,Everyday,Household,1.0,False,soma_uniform/bvh/230320/crouch_cupboard_mid_in_R_005__A288.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/crouch_cupboard_mid_in_R_005__A288.bvh,soma_shapes/soma_proportion_fit_mhr_params/A288.npz,g1/csv/230320/crouch_cupboard_mid_in_R_005__A288.csv,crouch_operating_cupboard_mid_in_R_005,A288,crouch_cupboard_mid_in_R_005,230320,_1,crouch_operating_cupboard_mid_in_R,crouching down to put something in a medium-height cupboard,"crouching down to put something into a medium height, approximately 875 cm high, cupboard",a crouching character places an object at around 875 cm height,A person in a crouched position puts something into the cupboard and then stays crouched.,"crouch, put object in at mid height, object at ca 87, 5cm, right handed",putting something into the medium cupboard while crouching,crouch operating cupboard mid in,neutral,neutral,action,crouching,0,0,middle cupboard; small item,0,0,A288,M,168,28,138,31,91,133,174,96,25,52,9,61,27,F,actor
operating_fridge_mid_out_R_002__A299,operating_fridge_mid_out_002__A299,823,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_fridge_mid_out_002__A299.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_fridge_mid_out_002__A299.bvh,soma_shapes/soma_proportion_fit_mhr_params/A299.npz,g1/csv/230322/operating_fridge_mid_out_002__A299.csv,operating_fridge_mid_out_R_002,A299,operating_fridge_mid_out_002,230322,_1,operating_fridge_mid_out_R,person retrieves something from the middle shelf of a fridge using their right hand,"right-handed person opens the middle shelf of a fridge, takes out an item and closes the fridge","person opens a fridge, takes something out of the middle shelf, and closes the fridge","A person standing is opening a fridge door by pulling it, taking something from the middle shelf, then closing the door by pushing it, and standing still.","open fridge, take item out, close fridge, object at ca 87, 5cm, right handed",putting something out from the fridge from the middle shelf,operating fridge mid out,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A299,M,171,25,142,30,92,135,171,100,26,53,8,61,25,F,actor
operating_microwave_R_001__A291,operating_microwave_R_001__A291,1101,Everyday,Household,1.0,False,soma_uniform/bvh/230320/operating_microwave_R_001__A291.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/operating_microwave_R_001__A291.bvh,soma_shapes/soma_proportion_fit_mhr_params/A291.npz,g1/csv/230320/operating_microwave_R_001__A291.csv,operating_microwave_R_001,A291,operating_microwave_R_001,230320,_1,operating_microwave_R,"use the left hand to open a microwave, place an object with the right hand, then close and activate the appliance",right-handed person operates a microwave in a straightforward method,right-handed person operates a microwave,The person operates the microwave using both hands while facing forward.,"object at 87, 5cm, open microwave left hand, put item right hand, close microwave left hand, start microwave right hand, right handed",operating a microwave,operating microwave,neutral,neutral,action,standing,0,0,microwave,0,0,A291,M,182,27,153,38,92,133,173,103,32,56,10,76,30,M,actor
looting_cupboard_high_R_004__A298,looting_cupboard_high_R_004__A298,1586,Everyday,Household,1.0,False,soma_uniform/bvh/230322/looting_cupboard_high_R_004__A298.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/looting_cupboard_high_R_004__A298.bvh,soma_shapes/soma_proportion_fit_mhr_params/A298.npz,g1/csv/230322/looting_cupboard_high_R_004__A298.csv,looting_cupboard_high_R_004,A298,looting_cupboard_high_R_004,230322,_1,looting_cupboard_high_R,loot an item from high placed cupboard,person is looting high cupboard,loot high cupboard with the right hand,"A person opens a high cupboard, rummages through it, and closes it, then stands still.","looting a high placed cupboard, object at ca 160cm, right handed",looting a high cupboard,looting cupboard high,neutral,neutral,action,standing,0,0,high cupboard,0,0,A298,M,181,29,150,32,100,144,175,101,27,54,10,85,24,M,actor
operating_fridge_low_in_R_003__A296,operating_fridge_low_in_R_003__A296,543,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_fridge_low_in_R_003__A296.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_fridge_low_in_R_003__A296.bvh,soma_shapes/soma_proportion_fit_mhr_params/A296.npz,g1/csv/230322/operating_fridge_low_in_R_003__A296.csv,operating_fridge_low_in_R_003,A296,operating_fridge_low_in_R_003,230322,_1,operating_fridge_low_in_R,character places an item on the lower shelf of the refrigerator and closes the door,place an item on the lower shelf of the fridge,person puts something on the low shelf of a fridge,"A person opens a fridge, places an item on the lower shelf, then closes it and stands upright.","open fridge, put item inside, close fridge, object at ca 45cm, right handed",putting something into the fridge on the low shelf,operating fridge low in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A296,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
peeling_vegetables_R_003__A282,peeling_vegetables_R_003__A282,1085,Everyday,Household,1.0,False,soma_uniform/bvh/230317/peeling_vegetables_R_003__A282.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/peeling_vegetables_R_003__A282.bvh,soma_shapes/soma_proportion_fit_mhr_params/A282.npz,g1/csv/230317/peeling_vegetables_R_003__A282.csv,peeling_vegetables_R_003,A282,peeling_vegetables_R_003,230317,_2,peeling_vegetables_R,peel vegetables on a table that is approximately 67 cm high,a right handed character peels vegetables at a table approximately 67 cm high,methodically peel vegetables using a knife held in the right hand,A person standing upright starts peeling the vegetables by raising their hand in front and then stops by lowering their arm to the sides.,"peeling vegetables with a knife, 5 moves, right handed, table at ca 67 cm",peeling vegetables,peeling vegetables,neutral,neutral,action,standing,0,0,0,0,0,A282,M,173,25,144,31,91,130,168,99,33,51,10,73,25,F,actor
